aau_name;url;UDD5;displaydocclass;instpostdistrikt;studietidtx;afbrud;afbrud_statusaar;afbrud_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;;;;;branchetxt1;branchetxt2;branchetxt3;branchetxt4;branchepct1;branchepct2;branchepct3;branchepct4;offt_privat;branche_statusaar;branche_n;maanedloenp25_10aar;maanedloen_10aar;maanedloenp75_10aar;maanedloen_10aar_n;maanedloen_10aar_statusaar;ledighed_10aar;ledighed_10aar_statusaar;ledighed_10aar_n;ivaerksaetteri;ivaerksaetteri_statusaar;ivaerksaetteri_n;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdsform_faste_aften_nat_pct;arbejdsform_fastedagtimer_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_n;arbejdsform_statusaar;arbejdstid_timer;arbejdstid_n;arbejdstid_statusaar;dimbesvarelser_antal;dimbesvarelser_pct;fagligmiljo_likert;fagligmiljo_n;fagligmiljo_statusaar;fagligtmotivation_likert;fagligtmotivation_n;fagligtmotivation_statusaar;foerstejob1pct;foerstejob2pct;foerstejob3pct;foerstejob4pct;foerstejob1tx;foerstejob2tx;foerstejob3tx;foerstejob4tx;foerstejob_n;foerstejob_statusaar;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;jobskabende_n;jobskabende_statusaar;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;kompetencerudd_n;kompetencerudd_statusaar;kvalitet_likert;kvalitet_n;kvalitet_statusaar;medstuderende_likert;medstuderende_n;medstuderende_statusaar;relevans_overens_udd_job_likert;relevans_overens_udd_job_n;rel_over_udd_job_statusaar;ruster_til_job_likert;ruster_til_job_n;ruster_til_job_statusaar;socialtmiljo_likert;socialtmiljo_n;socialtmiljo_statusaar;socialtmotivation_likert;socialtmotivation_n;socialtmotivation_statusaar;studbesvarelser_antal;studbesvarelser_pct;tidsforbrug_frivilligtxt;tidsforbrug_selvstudiumtxt;tidsforbrug_studiejobtxt;tidsforbrug_undervisningtxt;tidsforbrug_n;tidsforbrug_statusaar;udbytte_undervisning_likert;udbytte_undervisning_n;udb_undervisning_statusaar;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;udlandet_n;udlandet_statusaar;undervisere_engagerede_likert;undervisere_engagerede_n;und_engagerede_statusaar;undervisere_faglighed_likert;undervisere_faglighed_n;und_faglighed_statusaar;undervisere_feedback_likert;undervisere_feedback_n;und_feedback_statusaar;undervisere_formidling_likert;undervisere_formidling_n;und_formidling_statusaar;undervisere_kontakt_likert;undervisere_kontakt_n;und_kontakt_statusaar;undervisningsform_n;undervisningsform_statusaar
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/matematikfysikkemiogdatalogi/medialogy;60550;Kandidatuddannelse;Aalborg;1 år og 11 måneder;7;2013-2015;190;Projektarbejde;Forelæsninger;Selvstudie;Gruppearbejde;Øvelsestimer;;;;;Information og kommunikation;Undervisning;Finansiering og forsikring;Øvrige brancher;46;18;7;30;76;2012-2014;284;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,09;23;2016/2017;3,83;23;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4;21;2016/2017;3,5;22;2016/2017;;;Ingen data;;;Ingen data;3,83;23;2016/2017;3,87;23;2016/2017;25;46;1;31;8;28;21;2016/2017;3,95;22;2016/2017;;;;;Ingen data;3,77;22;2016/2017;4,45;22;2016/2017;3,59;22;2016/2017;3,77;22;2016/2017;4,14;22;2016/2017;21;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/matematikfysikkemiogdatalogi/medialogy;60550;Kandidatuddannelse;Esbjerg;1 år og 11 måneder;7;2013-2015;190;;;;;;;;;;Information og kommunikation;Undervisning;Finansiering og forsikring;Øvrige brancher;46;18;7;30;76;2012-2014;284;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/matematikfysikkemiogdatalogi/medialogy;60550;Kandidatuddannelse;København SV;1 år og 11 måneder;7;2013-2015;190;;;;;;;;;;Information og kommunikation;Undervisning;Finansiering og forsikring;Øvrige brancher;46;18;7;30;76;2012-2014;284;;;;;Ingen data;;Ingen data;;;Ingen data;;0;10;0;15;55;10;20;20;2016/2017;36;20;2016/2017;30;36;;;Ingen data;;;Ingen data;41;27;14;5;Jeg fik job gennem mit netværk;Jeg søgte og blev ansat efter et stillingsopslag;Jeg søgte uopfordret;Andet;22;2016/2017;De kompetencer jeg fik fra uddannelsen;Netværk;Praktik;Afsluttende opgave;Innovations- og entreprenørskabsaktiviteter;18;2016/2017;IT-færdigheder;Analytiske kompetencer;Kreative og innovative kompetencer;Tilegnelse af ny viden;Tværfaglige og projektorienterede kompetencer;17;2016/2017;;;Ingen data;;;Ingen data;3,7;20;2016/2017;3,65;20;2016/2017;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;0;91;9;22;2016/2017;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/oevrigenaturvidenskab/produkt-og-designpsykologi;81750;Kandidatuddannelse;Aalborg;1 år og 11 måneder;4;2013-2015;24;Projektarbejde;Gruppearbejde;Selvstudie;Forelæsninger;Faglig vejledning fra din underviser;;;;;Information og kommunikation;Industri;Finansiering og forsikring;Øvrige brancher;36;23;21;21;97;2012-2014;39;;;;;Ingen data;;Ingen data;;;Ingen data;;0;0;0;10;50;0;40;10;2016/2017;36;10;2016/2017;11;46;4,38;13;2016/2017;4,46;13;2016/2017;40;30;20;10;Jeg fik job gennem mit netværk;Jeg søgte og blev ansat efter et stillingsopslag;Jeg søgte uopfordret;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;10;2016/2017;;;;;;;Ingen data;;;;;;;Ingen data;4,45;11;2016/2017;4,23;13;2016/2017;3,4;10;2016/2017;3,5;10;2016/2017;4,08;13;2016/2017;4,38;13;2016/2017;14;64;0;21;3;33;11;2016/2017;4,31;13;2016/2017;10;90;0;10;2016/2017;4,31;13;2016/2017;4,46;13;2016/2017;3,92;13;2016/2017;4;13;2016/2017;4,38;13;2016/2017;11;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/biologigeografigeologimv/vand-og-miljoe;83570;Kandidatuddannelse;Aalborg;1 år og 10 måneder;6;2013-2015;54;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;0;0;0;9;73;0;18;11;2016/2017;38;11;2016/2017;12;46;;;Ingen data;;;Ingen data;36;27;18;18;Jeg søgte uopfordret;Jeg søgte og blev ansat efter et stillingsopslag;Jeg blev headhuntet;Jeg fik job gennem mit netværk;11;2016/2017;Netværk;De kompetencer jeg fik fra uddannelsen;Praktik;Studiejob;Andet;10;2016/2017;Evnen til at samarbejde;Anvendelse af teori og metode inden for mit fagområde;Min evne til at arbejde struktureret og overholde deadlines;Formidlingsevner;Tekniske kompetencer;10;2016/2017;;;Ingen data;;;Ingen data;4;11;2016/2017;3,82;11;2016/2017;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;0;100;0;11;2016/2017;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/oevrigenaturvidenskab/klinisk-videnskab-og-teknologi;71880;Kandidatuddannelse;Aalborg;1 år og 11 måneder;14;2013-2015;70;Projektarbejde;Gruppearbejde;Klasseundervisning;Selvstudie;Forelæsninger;;;;;Sundhed og socialvæsen;Offentlig administration forsvar og politi;Undervisning;Øvrige brancher;53;23;15;9;13;2012-2014;47;;;;;Ingen data;;Ingen data;;;Ingen data;;0;0;0;14;36;0;50;14;2016/2017;41;14;2016/2017;21;42;3,11;19;2016/2017;3,42;19;2016/2017;67;13;7;7;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg blev headhuntet;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;15;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Netværk;Projekt i samarbejde med offentlig eller privat virksomhed;Gode karakterer;15;2016/2017;Tværfaglige og projektorienterede kompetencer;Tilegnelse af ny viden;Menneskelige kompetencer;Anvendelse af teori og metode inden for mit fagområde;Analytiske kompetencer;13;2016/2017;4,28;18;2016/2017;3,95;19;2016/2017;4;14;2016/2017;4,14;14;2016/2017;4,11;19;2016/2017;3,95;19;2016/2017;21;39;1;24;5;33;18;2016/2017;4;19;2016/2017;0;100;0;15;2016/2017;4,37;19;2016/2017;4,47;19;2016/2017;4;19;2016/2017;3,68;19;2016/2017;3,89;19;2016/2017;17;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/matematikfysikkemiogdatalogi/miljoevidenskab;54190,54520,8079031310,52390,53870;Kandidatuddannelse;Aalborg;;0;2013-2015;22;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,9;10;2016/2017;3,8;10;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;3,7;10;2016/2017;;;Ingen data;;;Ingen data;4,1;10;2016/2017;4,2;10;2016/2017;10;45;;;;;;Ingen data;4,3;10;2016/2017;;;;;Ingen data;4,1;10;2016/2017;4,6;10;2016/2017;4,1;10;2016/2017;4,1;10;2016/2017;4;10;2016/2017;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/oevrigesamfundsvidenskab/it-ledelse;83500;Kandidatuddannelse;Aalborg;1 år og 10 måneder;10;2013-2015;99;Projektarbejde;Forelæsninger;Selvstudie;Gruppearbejde;Klasseundervisning;;;;;Information og kommunikation;Finansiering og forsikring;Offentlig administration forsvar og politi;Øvrige brancher;34;17;17;32;78;2012-2014;59;;;;;Ingen data;;Ingen data;;;Ingen data;;3;3;0;9;66;0;22;32;2016/2017;41;32;2016/2017;37;43;4;27;2016/2017;3,7;27;2016/2017;73;9;9;6;Jeg søgte og blev ansat efter et stillingsopslag;Jeg blev headhuntet;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;33;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Studiejob;Projekt i samarbejde med offentlig eller privat virksomhed;Netværk;28;2016/2017;Tilegnelse af ny viden;Analytiske kompetencer;Tværfaglige og projektorienterede kompetencer;Forretningsforståelse;Evnen til at samarbejde;27;2016/2017;4,44;27;2016/2017;3,48;27;2016/2017;3,94;32;2016/2017;4,19;32;2016/2017;3,96;27;2016/2017;4,22;27;2016/2017;32;33;1;23;9;27;27;2016/2017;4,04;27;2016/2017;12;88;0;33;2016/2017;4,11;27;2016/2017;4,22;27;2016/2017;3,81;27;2016/2017;3,74;27;2016/2017;4,56;27;2016/2017;25;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/forvaltningmv/bolig-og-bosaetning;71360;Kandidatuddannelse;København SV;;30;2013-2015;27;Selvstudie;Klasseundervisning;Forelæsninger;Projektarbejde;Gruppearbejde;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,45;11;2016/2017;3,08;12;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,64;11;2016/2017;3,36;11;2016/2017;;;Ingen data;;;Ingen data;3,5;12;2016/2017;3,64;11;2016/2017;17;38;3;22;15;15;11;2016/2017;3,25;12;2016/2017;;;;;Ingen data;3,92;12;2016/2017;4,08;12;2016/2017;3,4;10;2016/2017;3,58;12;2016/2017;4;10;2016/2017;11;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/erhvervsoekonomi/erhvervsoekonomi-og-erhvervsjura;56520;Kandidatuddannelse;Aalborg;1 år og 9 måneder;8;2013-2015;80;;;;;;;;;;Offentlig administration forsvar og politi;Videnservice;Finansiering og forsikring;Øvrige brancher;31;15;12;42;52;2012-2014;1548;37.900;45.500;50.500;78;2013-2015;2;2013-2016;50;11;2011-2013;89;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/oevrigesamfundsvidenskab/europaeiske-studier;60750,72070,61370;Kandidatuddannelse;Aalborg;2 år og 2 måneder;31;2013-2015;153;;;;;;;;;;Offentlig administration forsvar og politi;Undervisning;Sundhed og socialvæsen;Øvrige brancher;29;20;11;40;40;2012-2014;1043;32.000;38.000;44.100;72;2013-2015;3;2013-2016;104;2;2011-2013;130;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/forvaltningmv/jura;70800,7085;Kandidatuddannelse;Aalborg;1 år og 11 måneder;2;2013-2015;196;Selvstudie;Forelæsninger;Klasseundervisning;Faglig vejledning fra din underviser;Gruppearbejde;;;;;Videnservice;Offentlig administration forsvar og politi;Rejsebureauer rengøring og anden operationel service;Øvrige brancher;45;33;5;17;58;2012-2014;192;;;;;Ingen data;;Ingen data;;;Ingen data;;0;5;2;17;54;3;24;63;2016/2017;42;63;2016/2017;82;35;3,24;37;2016/2017;2,84;38;2016/2017;60;15;10;7;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;Jeg søgte uopfordret;Jeg blev headhuntet;67;2016/2017;Jeg har den uddannelse som er en forudsætning for jobbet;Studiejob;Gode karakterer;Netværk;De kompetencer jeg fik fra uddannelsen;55;2016/2017;Anvendelse af teori og metode inden for mit fagområde;Tilegnelse af ny viden;Formidlingsevner;Min evne til at arbejde struktureret og overholde deadlines;Omsætte teori til praktisk;54;2016/2017;3,83;36;2016/2017;3,66;38;2016/2017;4,11;63;2016/2017;4,19;63;2016/2017;3,92;37;2016/2017;3,87;38;2016/2017;46;26;5;29;13;16;36;2016/2017;3,84;38;2016/2017;3;93;4;67;2016/2017;4,21;38;2016/2017;4,42;38;2016/2017;3,22;36;2016/2017;3,68;38;2016/2017;3,87;38;2016/2017;24;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/forvaltningmv/kriminologi;71730;Kandidatuddannelse;Aalborg;1 år og 11 måneder;12;2013-2015;99;Forelæsninger;Selvstudie;Projektarbejde;Gruppearbejde;Øvelsestimer;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;0;20;0;30;20;20;30;10;2016/2017;38;10;2016/2017;12;48;3,28;57;2016/2017;3,16;56;2016/2017;50;20;20;10;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;Jeg blev headhuntet;10;2016/2017;Studiejob;Praktik;Netværk;De kompetencer jeg fik fra uddannelsen;Afsluttende opgave;10;2016/2017;Analytiske kompetencer;Min evne til at arbejde struktureret og overholde deadlines;Formidlingsevner;Tilegnelse af ny viden;Anvendelse af teori og metode inden for mit fagområde;10;2016/2017;3,6;53;2016/2017;3,61;56;2016/2017;3,5;10;2016/2017;3,8;10;2016/2017;3,93;56;2016/2017;3,75;57;2016/2017;64;44;2;25;9;15;54;2016/2017;3,77;56;2016/2017;0;100;0;10;2016/2017;3,8;56;2016/2017;4,23;56;2016/2017;2,6;55;2016/2017;3,38;56;2016/2017;3,26;54;2016/2017;53;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/erhvervsoekonomi/oekonomi;70600,70400,70650,70450,30780,30790;Kandidatuddannelse;Aalborg;2 år og 3 måneder;8;2013-2015;59;Projektarbejde;Selvstudie;Forelæsninger;Klasseundervisning;Øvelsestimer;;;;;Offentlig administration forsvar og politi;Finansiering og forsikring;Undervisning;Øvrige brancher;30;16;12;41;44;2012-2014;991;40.000;55.800;66.200;21;2013-2015;0;2013-2016;15;6;2011-2013;33;0;0;0;6;89;0;6;18;2016/2017;39;18;2016/2017;22;40;4,5;18;2016/2017;3,94;18;2016/2017;58;21;5;5;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg blev headhuntet;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;19;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Praktik;Gode karakterer;Studiejob;17;2016/2017;Analytiske kompetencer;Tilegnelse af ny viden;Min evne til at arbejde struktureret og overholde deadlines;Evnen til at samarbejde;Tværfaglige og projektorienterede kompetencer;17;2016/2017;4,19;16;2016/2017;3,72;18;2016/2017;3,56;18;2016/2017;4;18;2016/2017;3,89;18;2016/2017;4,06;18;2016/2017;21;37;2;30;13;15;16;2016/2017;3,94;18;2016/2017;0;95;5;19;2016/2017;4,33;18;2016/2017;4,39;18;2016/2017;3,67;18;2016/2017;3,83;18;2016/2017;4,5;18;2016/2017;16;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/forvaltningmv/politik-og-administration;71120,61410,30820,71090;Kandidatuddannelse;Aalborg;2 år og 4 måneder;4;2013-2015;354;Projektarbejde;Forelæsninger;Selvstudie;Gruppearbejde;Øvelsestimer;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;0;0;0;7;80;0;13;15;2016/2017;37;15;2016/2017;17;44;3,54;111;2016/2017;3,5;112;2016/2017;69;13;6;6;Jeg søgte og blev ansat efter et stillingsopslag;Jeg søgte uopfordret;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;16;2016/2017;De kompetencer jeg fik fra uddannelsen;Praktik;Netværk;Studiejob;Projekt i samarbejde med offentlig eller privat virksomhed;13;2016/2017;Analytiske kompetencer;Evnen til at samarbejde;Tilegnelse af ny viden;Formidlingsevner;Tværfaglige og projektorienterede kompetencer;12;2016/2017;3,72;96;2016/2017;3,43;110;2016/2017;3,6;15;2016/2017;3,93;15;2016/2017;3,79;113;2016/2017;3,8;113;2016/2017;140;34;4;27;7;23;95;2016/2017;3,66;111;2016/2017;0;94;6;16;2016/2017;4,03;112;2016/2017;4,29;112;2016/2017;2,79;110;2016/2017;3,62;112;2016/2017;3,7;110;2016/2017;95;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/oevrigesamfundsvidenskab/psykologi;71500,71550,61400;Kandidatuddannelse;Aalborg;2 år og 0 måneder;0;2013-2015;341;Selvstudie;Projektarbejde;Forelæsninger;Klasseundervisning;Gruppearbejde;;;;;Sundhed og socialvæsen;Undervisning;Videnservice;Øvrige brancher;86;4;3;7;24;2012-2014;1095;38.600;43.800;48.300;62;2013-2015;0;2013-2016;66;25;2011-2013;20;0;1;0;17;71;1;11;89;2016/2017;38;89;2016/2017;105;32;3,9;90;2016/2017;3,76;91;2016/2017;62;11;7;5;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Andet;Jeg blev headhuntet;92;2016/2017;Jeg har den uddannelse som er en forudsætning for jobbet;Praktik;De kompetencer jeg fik fra uddannelsen;Studiejob;Netværk;81;2016/2017;Anvendelse af teori og metode inden for mit fagområde;Menneskelige kompetencer;Omsætte teori til praktisk;Analytiske kompetencer;Formidlingsevner;75;2016/2017;3,86;83;2016/2017;3,93;89;2016/2017;3,59;88;2016/2017;4;88;2016/2017;3,81;91;2016/2017;3,87;91;2016/2017;99;37;4;36;7;14;83;2016/2017;3,78;89;2016/2017;0;93;7;92;2016/2017;3,84;89;2016/2017;4,11;89;2016/2017;2,71;86;2016/2017;3,35;89;2016/2017;3,48;86;2016/2017;74;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/forvaltningmv/samfundsfag;72050,60750,71160,71020,61840;Kandidatuddannelse;Aalborg;2 år og 2 måneder;24;2013-2015;235;;;;;;;;;;Offentlig administration forsvar og politi;Undervisning;Sundhed og socialvæsen;Øvrige brancher;36;24;10;30;27;2012-2014;3945;37.900;42.400;46.200;264;2013-2015;2;2013-2016;246;2;2011-2013;354;2;5;0;29;49;3;17;96;2016/2017;39;96;2016/2017;124;33;;;Ingen data;;;Ingen data;57;16;9;7;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg søgte uopfordret;Andet;100;2016/2017;De kompetencer jeg fik fra uddannelsen;Praktik;Jeg har den uddannelse som er en forudsætning for jobbet;Netværk;Studiejob;94;2016/2017;Analytiske kompetencer;Tilegnelse af ny viden;Min evne til at arbejde struktureret og overholde deadlines;Formidlingsevner;Evnen til at samarbejde;88;2016/2017;;;Ingen data;;;Ingen data;3,55;96;2016/2017;3,9;96;2016/2017;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;3;88;9;100;2016/2017;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/forvaltningmv/sociologi;71300,7135;Kandidatuddannelse;Aalborg;2 år og 7 måneder;2;2013-2015;137;Projektarbejde;Selvstudie;Forelæsninger;Øvelsestimer;Gruppearbejde;;;;;Offentlig administration forsvar og politi;Undervisning;Sundhed og socialvæsen;Øvrige brancher;40;23;15;22;20;2012-2014;784;35.200;38.600;42.600;48;2013-2015;2;2013-2016;34;0;2011-2013;16;0;1;0;14;64;1;20;69;2016/2017;38;69;2016/2017;83;47;3,08;40;2016/2017;3,05;41;2016/2017;51;11;9;8;Jeg søgte og blev ansat efter et stillingsopslag;Andet;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;Jeg fik job gennem mit netværk;74;2016/2017;Praktik;De kompetencer jeg fik fra uddannelsen;Studiejob;Netværk;Jeg har den uddannelse som er en forudsætning for jobbet;66;2016/2017;Analytiske kompetencer;Anvendelse af teori og metode inden for mit fagområde;Min evne til at arbejde struktureret og overholde deadlines;Tilegnelse af ny viden;Evnen til at samarbejde;60;2016/2017;3,89;35;2016/2017;3,39;41;2016/2017;3,58;67;2016/2017;3,94;67;2016/2017;3,71;41;2016/2017;3,73;41;2016/2017;51;39;4;35;8;16;35;2016/2017;3,9;40;2016/2017;0;100;0;73;2016/2017;3,98;41;2016/2017;4,32;41;2016/2017;3,27;41;2016/2017;3,61;41;2016/2017;3,9;41;2016/2017;34;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/erhvervsoekonomi/erhvervsoekonomi-candmerc;57030,30780,30790,70650;Kandidatuddannelse;Aalborg;1 år og 11 måneder;4;2013-2015;628;Projektarbejde;Selvstudie;Forelæsninger;Gruppearbejde;Klasseundervisning;;;;;Industri;Handel;Undervisning;Øvrige brancher;15;14;13;57;72;2012-2014;5358;37.800;47.100;53.400;224;2013-2015;2;2013-2016;206;7;2011-2013;306;1;3;1;25;47;2;24;144;2016/2017;41;144;2016/2017;183;30;3,87;130;2016/2017;3,5;129;2016/2017;50;14;11;6;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;Jeg blev headhuntet;149;2016/2017;De kompetencer jeg fik fra uddannelsen;Praktik;Netværk;Studiejob;Jeg har den uddannelse som er en forudsætning for jobbet;132;2016/2017;Analytiske kompetencer;Min evne til at arbejde struktureret og overholde deadlines;Evnen til at samarbejde;Forretningsforståelse;Tilegnelse af ny viden;127;2016/2017;4,02;122;2016/2017;3,53;128;2016/2017;3,43;143;2016/2017;3,75;143;2016/2017;3,89;132;2016/2017;4,07;132;2016/2017;159;29;4;29;12;27;122;2016/2017;4;130;2016/2017;6;89;5;149;2016/2017;4,3;130;2016/2017;4,32;130;2016/2017;3,71;129;2016/2017;3,9;130;2016/2017;4,18;128;2016/2017;112;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/erhvervsoekonomi/revisorkandidat-candmerc-aud;57080;Kandidatuddannelse;Aalborg;3 år og 3 måneder;10;2013-2015;130;;;;;;;;;;Videnservice;Industri;Handel;Øvrige brancher;50;10;9;31;89;2012-2014;2437;41.700;56.000;63.900;133;2013-2015;0;2013-2016;107;6;2011-2013;86;2;5;0;24;44;2;27;41;2016/2017;41;41;2016/2017;50;30;;;Ingen data;;;Ingen data;38;19;12;12;Andet;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;42;2016/2017;Jeg har den uddannelse som er en forudsætning for jobbet;De kompetencer jeg fik fra uddannelsen;Netværk;Andet;Gode karakterer;41;2016/2017;Anvendelse af teori og metode inden for mit fagområde;Omsætte teori til praktisk;Tilegnelse af ny viden;Min evne til at arbejde struktureret og overholde deadlines;Analytiske kompetencer;39;2016/2017;;;Ingen data;;;Ingen data;3,65;40;2016/2017;3,7;40;2016/2017;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;2;95;2;42;2016/2017;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
